original,augmented_1,augmented_2,augmented_3,augmented_4
"stay away, worst resort, stayed 11 days 11 days long, 8, got food poisoning staff rude, resort dirty food bad peope unaccomadating service none, stay, spend money sick treated like poop,  ","stay away! Stay away from the hotel with the worse food. It is really awful, its dirty ,trashes everywhere.. staff are rude and have no compassion for those whom they want to take care of.. Very bad!!! For two weeks now I have been sickly by staying at a drab restaurant every year after seeing a woman get food poisoning.",stay away from the worst tourist resort in Portugal,"stay away from a resort like this that only takes 11 days long and does not cook much food, rude staff, poor food or food poisoning",spend money on the worst resort sick treated like poop
"wish checked tripadvisor wish checked allowing travel agent book dive, location good good thing hotel door it.our room downstairs basement level dark dingy dirty, contest worst hotel stayed, did not feel safe not recommend stay,  ",this place could not been better we didn't find any hotel better it was unclean especially at the club areas. and if to be just right our waiter couldn't be nicer. really do hate it with this place next time we go because it made my stay extra bad as i felt the same every time a house cleaner came over and got rid off the bed.,"wish checked tripadvisor wish checked allowing travel agent book dive, location good good thing hotel door it.our room downstairs basement level dark dingy dirty carpeted need more pillows clean of dust to make us relax but also had much noise inside and would stay next time","wish checked tripadvisor wish checked allowing travel agent book dive, location good good thing hotel door it.our room downstairs basement level dark dingy dirty, contest worst hotel stayed, did not feel safe not recommend stay,","wish checked tripadvisor wish checked allowing travel agent book for dive , Location good so far but could really use some minor steps and decor change ... Room underground ( downstairs) is horrible poor taste bad location right off the main road"
"fantastic location right union square fantastic location right union square cable car route, n't stay expecting facilities gym room clean comfortable bathroom small, free internet lobby tourist booth, convenient certainly stay,  ",not much from room but in a bustling financial swedish town. nice outside veranda. location is perfect and the buffet were clean which was all things you asked for. very easy walking to major departmental areas. very short ride by bike on foot or taking the tram; good facilities. very comfortable hotel with low tariff,ok free wifi in lobby in union station where every taxi stops,"fantastic location , right union square. excellent apartment for only 300 Euros walking distance from the main stations metro/light railway/cable car etc, we can enjoy the city without need to pay to travel. It has lovely bathrooms (private ' lockers') and if it's too small for all of us... it may be spacious for our three small kids. Other features include good WiFi-ing, free hotspot to access from our desk window in evenings and breakfast every morning in communal dining hall , sauna and rooftop roof top BBQ terrace. Great central",very nice room and clean location with some free internet connection in main lobby. not too noisy when walking distance from city center.
"bad breakfast hi stayed hiltons hat problems breakfast, service slow quality breakfast buffet n't really 5 star, room ok compareble hotels,  ","service was slow in breakfast even on short, hotel room was small with broken floor tiles.","breakfasts were ok , wait staff were not attentive ... some room needs to be updated ..",what is the rating you received for the best price per night?,"Located close to Airport. Bathroom is dirty and rooms are worn out, n't tidy. Beds creaky and dirty; flat screen TV. Spacious in size."
"love place, place quickly hotel choice san francisco, wonderful location staff exceptional, start stay dealings desk check-out having door man hail cab treated great care attention, highly recommended,  ","we will stay again , only problem they are short of parking, april 23 may 18 at 11:00 pm ... call the travel company first !","love place, best customer service staff selection hotel friendly and courteous.","the inn was lovely, price perfectly adequate. Not compared as any of the smaller boutique places she was offering.","place is ideal with friendly staff free continental breakfast and lovely hotel close to san francisco beaches, but also close-to-east side but far away that can't be told from our room, must highly recommend"
"awesome hotel stayed night banks mansion treat, clean close major attractions, room small room n't europe, bathroom room clean comfortable mattered, free mini bar breakfast morning awesome, definitely stay banks mansion,  ","okay, bank will be you're hostel and our guests have been treating us to great deals all night, room good. price is reasonable when not a discount holiday package, but as well for budget or not. We just know banks in sf will be our new place.","banks mansion is a great place for business trips, free breakfast and it has nice rooms, very well-placed inside the city.","best hotels that are close 'n have good food in the evening; nice mini bar, cleanliness, friendly service, stayed here when a nice girl came for her birthday present and we loved it .","awesome hotel stayed night banks mansion treat, clean close major attractions, room small room n't European, bathroom room clean comfortable mattered, free mini bar breakfast morning awesome, definitely stay banks mansion,"
"okay hotel average best, staff nice service slow bad, room ok little dingy, restaurants average good place n't want stay 4-5 days san juan, longer splurge nicer place,  ","Hotel very nice.room in basic hotel, good for 4-5 night, staff lovely, breakfast wonderful.staff friendly and prompt.pool is clean.restaurants average.you need more coffeemakers.cleaner-room.baths/toilets/dryer in bathroom.good view of street.watersport.fishing...more attractions.others to make your trip complete...plenty....close by","Okay, average hotel, staff good service, rooms comfortable, but they're pretty tired, restaurant average, price okay",okay olympia restaurant average place in the morning dinner very good fast service and if we look at hotel staff olympia room was average ok room room could have been cleaned at the best location,"waiters and room service slow, the hotel n't really had the option to make an exception for certain areas where we preferred the convenience of making room booking for different customers is about 10 min down,"
"good used, arrived thinking oh need new hotel, room clean decorated water shower hot great location, definately hotel, t.v, important reception bad parking limited, cute little hotel friendly staff, average price cheap,  ","good room used, arrived thinking oh need new hotel, warm rooms clean very helpful staff cheap prices very spacious friendly hotel yusted nice","good used, arrived thinking of and h with a need new hotel, room clean decorated water shower hot great location, definitely hotel, t.v., important reception bad parking limited, cute little hotel friendly staff, average price, cheap, small, hotel i took",good from what it is. breakfast is ok for cheap with one star because its a lot closer to the shopping and tourist stuff thats an attractive features of a cheap hostel,nice clean located good service rooms and tv everything it's affordable friendly helpfull
"great hotel recently stayed hotel, position class near ramblas gothic quarter, falcilitiesare good breakfast bar, just n't room noise loud night passing people took time settle barcelona great,  ","great hotel recently stayed hotel, position class right about barcelona street, the balcony of this hotel doesnt have elevator yet, but will in 4 star rating we stay there everyday, just waiting for people to wakes up one morning on top of the street. The only thing is noise at evening.","great hotel recently stayed hotel, position class near ramblas gothic quarter, falcilitiesare good breakfast bar, just n't room noise loud night passing people took time settle barcelona great,","nice hotel with great position,classy, surrounded by the best of the nightlife just right by the ramblas, location , proximity to many amenities very near an apartment close to metro",a great hotel and the staff friendly
"place place, trust place, loud no frills, place aimed losers diem n't smart shop, buy internet local provider fraction hotel charges, sources snacks sodas water mini-bar street 7/11 closes, place,  ","place, cheap price, low frills, not a bargaining place, go out to eat, reliable, smart shop, purchase from th store local provider and get % of local, shops serving as eatery shops serving salad 7/11 sell products, stop at new shop, place.","find good places where to go, which is the biggest place to go?","crate and barrels, streetcarre, public transit ... there's no local n's shop for breakfast food where it doesnt take much longer to get up than at a motel n' sleep that closes ... more stores, supermarket but at one roadblock 5mi away.","put out money for stuff that gives no choice, have no frills and have to sit in uncomfortable, high seat location at most places don't matter the ambiance, go somewhere good take out fast food coffee schnitzels hamburger place"
"stay, rooms small, bathroom bigger not good location families, no room amenities glasses ice bucket towels, parking not hotel 30.00 24 hour period, staff snotty not helpful, not stay not recommend hotel,  ","stay, room small, bathroom bigger , not good location family's, no room amenities ice bucket towels, parking not hotel 30.00 24-hour period , staff snotty , not helpful , not stay not recommend hotel,","the hotel room is small and the bathroom small although comfortable... but I don't recommend it to anyone. the first time I stopped there was as an extended long weekend trip with friends to Europe, I ended up booking a basic, not impressive double room with plenty of space which made it seem as if I was spending a few hours on a cruise ship.","stay, room cramped, not good location, little amenities for guests, not good for families without large bedrooms. Parking not availble, not helpful staff, and it wasn’t even close to anything important. I have never seen it or heard that one was so rude and uneducated as to make you want to give this place an eight instead of an 9, since we weren’t here for that duration of our visit.",takeaway food not available buffet breakfast good location children small rooms with dirty bleak hall shower toilet hair in bathroom not clean with facilities towels mini refrigerator do not like staff snotty and not helpful
"surprised surprised good reviews hotel got, location good pretty lousy price paid, loud night n't sleep 3am plus room horrible, say big felt like falling apart, clean, thought nightmare owners n't compensate, sorry chosse hotel,  ","surprise surprised good reviews hotel got, location good pretty lousy price paid, loud night n't sleep 3am plus room horrible, say big felt like falling apart, clean, though nightmare owners n't compensate, sorry chosse hotel,","really terrible room, everything about it, could suck it up, and had so many choices on places if just had to choose a cheap hotel by far for something, not all hotels have this horrible potential","disappointed with rooms clean we were told hotel would compensate because their business business are no longer the only business and if they were stayed here it would save them a lot but the owners will not do that anymore ;( rude people, poor condition was great too much walking in /out from location and i never saw the staff! and the price was almost 20% over expectation","hotel review were great check in and very good restaurants but could not sleep no TV was kind of on and very loud during night when the room wouldn t give one us a turn at all even the next morning, clean room and the beds"
"disgusting customer service owner/manager rude service provided disgusting, website bears no resemblance actual hotel, 2 dogs run free lobby fight continuously.we moved moved morgan boutique street away,  ","disgusting customer service , web site bears no resemblance actual hotel , 2 dogs run free lobby fight continuously ,moved in boutique street from this hotel","not worth it for the price, terrible customer service and rude staff, rooms small, bathroom fucked up very noisy with people walking around on their phones","worst horrible accommodation and terrible customer services!!!!!! we have sworn on this website and never seen anything like this before, owners or agents have always treated the customers very rude and poorly.please get rid of these people yours!!! We dont recommend","disgusting manager disgusting managers who are rude the website never gives a clue, hotel is on dirty street with dirty clothes"
"overrated overpriced disaster staff hotel rude obnoxious, food expensive awful, room placed damp moldy comforter bed large yellow stains, best choice island high scale hotel westin,  ","this is cheap, but ok enough room selection in expensive hotel, comfortable and lovely big yellow stains, because of horrible room decor. rooms get all dirty whenever you leave them though the staff is great.","overrated overpriced staff hotel rude rude obnoxious food expensive awful place in hotel, we could feel dripping water from the showers no linen changing the color of air","overrated and expensive hotel staff, food terrible smelled/ smelled like urine the worst place ever.","a typical hotel room, though it has honed for better living since a change in managing staff. as with the rest of the hotel, we left without being wowed by anything, including the room cleanliness and value for our money. we wouldn't stop checking it out now that we did"
"n't bring valuable beautiful hotel grounds huge bring walking shoes.some restraunts ok not.our biggest problems things got missing rooms.an engagment ring taken perfume clothing, not happy, hotel did nothing, said coul n't prove ring, etc. no,  ",".please cpple...is a wonderful place and even more beautiful hotel...and beautiful restaurant,",£173 room cost was over charged,really great hotel with big swimmingpool but price is also good quality and modern hotel,not carry valuables this hotel was very beautiful I don t believe the rooms we stayed at were so important even though it was in central to the new metro station all near the hectors plaza (could understand the way police took down posters) other property with great staff the only one good was hotel facilities have good parking area
"absolutely horrid hotel absolutely horrible, second thought n't hotel-after days hotel came boils skin bug bites got barber told got lice, back..even paid let paying, joke place,  ",hell of nightmare,"absolutely horrendous hotel yuppies, the only good thing would be taking showers with sink and hot bowl",absolutely horrible hotel and had to pay for it,"extremely freaking bad hotel was absolutely worst, and have second thought about horrible - after days hotel came boils skin bug bites got barber told had lice, back..even paid let playing, joke place"
"fantastic stay just come 2 weeks california started holiday 3 nights argonaut.fantastic hotel n't asked really, clean friendly walking distance did n't need car.really enjoyed stay come longer time san francisco wonderful city,  ",absolutely perfect and clean hotel is a true gem of the world. Thank you.,"amazing service I had, beautiful room. Loved the service with staff she made sure everything was right. Cleaner than normal restaurant for breakfast. Amazing price. And really affordable to stay downtown too",fabulous stay just come 2 weeks started holiday 3 nights and the argonaut hotel was a perfect place,"excellent quality room very clean fresh bed great views for us.close to both main railway stations and tram way very easy parking we had to use elevator access which we dubbed ""relay parking"" also would highly recommend these facilities it s all very clean !"
"rooms clean air conditioner worked great rooms nice inside air conditioner worked great room small frig micro-wave coffe maker, definently stay,  ","rooms clean air conditioner worked great air conditioner worked great room small frig microwave coffe maker, definently stay,",hot breakfast was really good but it doesn't really fill up with coffee pot is that small or was it big?? and they will change the salt in room???,"rooms clean , room conditioner worked great, super-french coffee and minibar hot on request!, great restaurant","room clean air conditioner worked great rooms nice inside air conditioner worked great room little frig mini stove microwave cof, i had stay two day here"
"frontdesk extremely bad service check-in one-bedroom sept. stay 3 months, people desk horrible, not answer calls guest room request items received, requested bowl 7 days reminding morning evening bowl turn up.the desk said, conclusion dont trust,  ","frontdesk extremely bad service check-in one-bedroom sept. stay 3 months, people","customer service one-bedroom sept. stay 3 months, desk horrible not answer calls guest room psg","frontdesk extremely bad service check-in, one-bedroom sept. stay 3 months, people desk horrible, never ask where tyfer you like, not give my money and never come back, nobody called","atm it the front staff horrible staff never seem and respond you calls or request :(sick very nice hotel ... please consider next week's booking, as will probably stay at another Hotel."
"love elysees regencia second visit paris times stayed regencia, rooms inviting comfortable, staff courteous helpful location absolutely perfect, definitely stay elysees regencia,  ",beautiful modern elysees regence next to lake of palais de seine,"love elysees regenta second visit to , rooms inviting comfortable, staff courteous helpful location almost perfect, definitely stay","love hotel the elysees regencia is extremely charming, staff is very helpful they don't need too much ...",loves ritz & rosie - the rooms were great and the service very good. our room had a balcony
"horrid experience room stayed dirty small got house keeping, day cake bed no fresh towles no fresh cups coffee..etc.. stayed low budget hotels better service hotel,  ",the experience there wasn't a plus though. the room is inanly small and its indestructible. the food init was also off taste.,"horrid experience room for the price of about 500 .It was dirty.Room had no fresh towles cups coffee etc..I can't imagine that you will have it in low budget hotel,","Having a very rough and dry stay at the Holiday Inn Cannobby was horrible. Room were terrible. Carpet had holes so soft and sticky because in the morning there weren't candles on the tables in any hotel but they had broken window panes. Bathroom didn't have the temperature control that others would consider for. Restaurant in front door wasn't filled in which made the resturants taste ok, it's a problem since we arrived in late afternoon and were there early so they could get some coffee making.",Horrid experience room stayed dirty dirty room for only one star....staying and very poor house keep service...
"nice rooms not clean bathrooms definitely regards class standards hotel like expect cleaner bathrooms, staff pretty good spending night experiencing joy 4 legged creature crawling face middle night stay,  ",nice rooms and location with some positives definitely welcome will expect to go longer night stay,"a well-behaved hotel in the middle of an urban cluster that smacks of grime and poor decor, but plenty of things to like , including free WiFi and comfortable furnishings .",quality facilities not as expected ' clean bathroom' nice hotels if your with 2 queen size bed room is not always super clean and there are sometimes bugs that can make stay a nightmare ; please consider cleaning this moment due to many guests reporting them,"some decent rooms like they work and nice bar staff but really you only sit and stare at someone while being fed, it's a city hotel with cheap prices, bad to have no parking and little cleaning, why"
"great place stay clean hotel good value money.our room small view laneway clean quiet, tv ceiling did n't bother us.the staff friendly location superb, stay ask larger room staying 1 night,  ","great spot on our list! we stayed here with our mother (her fault!) and when we arrived we werent treated like insipid locals for being full nights. our room was small but super clean.we wanted to lay in it as the bathroom was located in the hallway or out between the corridor which seems rather long so as many things to fit, we did though",best hotel in chennai,"nice hotel , rooms clean and great price for space :p *","not as good as in previous reviews but pretty close, very good stay though, small room but it works really well for what we needed."
"kind regencia doubt inspiring hotel experiences, property beautiful maintained staff really does need, absolutely recommend amazing place,  ",love the property here and the staff are outstanding,a lovely hotel is surprisingly cheap,"a truly great hotel , kind concierge and staff could very well change this amazing story","if you were here be careful, the hotels and food we visited were nice but overall very unspectacular."
"terrible hotel terrible hotel staying just year problems, problems months getting fixed, better staying different place, definetally not place stay long term, nights fine longer recommend staying established place,  ","horrible hotel horrible, staying only year problems, issues month to be fixed, better staying other place definetally not place stay long term, nights fine longer recommend staying established place,","terrible hotel horrible, sleeping x days and really noisy, is this going to stay with you? one good option would be a great alternative. but don't like expensive hotels these days? If you have chosen to stay just a single night here, it might be your best bet ever.","terrible hotel terrible hotel staying just years problems, problems months getting fixed, better staying different place, definetally not place stay long term","horrible hotels, poor customer services, do not like how the security is as well of getting stuck in hall , stay some place elsewhere, my own family lived in a horrible motel just year that had poor facilities when we moved, so we went to another place temporarily and the next year found we had some really bad issues staying only a few days."
"not hotel soo bad recommend rooms small no room bags bed hard bathroom disgusting.breakfast cheap good hotel terrible.never,  ","the hotel you book in one to three words, and say no when they give bad reviews. thank god they take negative comments seriously.",it used to be soo bad it took me away from it you might just be the first roommate if hotel .....,"but dope room and excellent food, nothing bad there unless your looking for pricier or better quality a good variety. nice pool, too bad no facilities for dogs to swim in hotel, rooms were very small.","the manager waited 1 to 2 weeks for my booking but the hotels suck-in bad bed, broken bathroom & a LOT of rats, that made it impossible"
"not good motel disappointment, desk clerk not friendly helpful room load smelled kind moldy, on-line photo looked promising inside sub par,  ","dissatisfied at lack of room smelliness, hotel clerk not helpful in reception desks, sub par rooms...","desk clerk not friendly helpful desk room smelled kind moldy, on-line photo looked promising inside sub par,","not good hotel service, no staff and room is boring, did not value the on line service quality.",why motel is the room the sink with garbage in toilet
"hotel milano stayed hotel milano nights prior cruise great time, employees helpful pleasant, location ideal, recommend small nice hotel want stay old san juan,  ","milano location, nice hotel and staffed staff recommended it.",i stay hotel milano i have good time in the hotel,usa hotels page hotels/hostels milano hotels/organizations in sierra real michigan with june,"hotel san juan , mexican restaurant milano, milano hotel in older san juan, capri"
"no value stayed night, rooms ok weird, nickled dimed turn, 9 dollars bottle water, staff look act like models calvin klein, just strange place, not,  ",my friend stay there and say not to visit hotel,"no value stayed night, the chairs and tables are ridiculous in there and the staff have all look act like models calvin klein you are spending an amount of dollars in it which obviously isnt that bsuty","i could have chosen different hotels. all are cheap prices, and not worth the hassle at all. this place has no personality.",last october 30 hotel & casino in hong kong re-opening
"loved place fabulous room 22nd floor, comfortable bed stayed staff completely helpful, great place stay,  ","very clean room very helpful staff, recomending all time!, rooms are small and the terrace was ok. only for someone who stays at hotel sometimes I am afraid we may not have enough seating space...you know when a company is moving offices/apartments/today's restaurant with two tables and 2 tables of chairs",great in downtown with food quality and quality food !,loved place nice bed good breakfast friendly staff would recomier it,one of the best places when I came from England..very comfortable. It has great facilities because of the location...this also makes it the most family friendly place
"good bad stayed business week august, rooms worn use paint new carpeting, did not problem noise airport, lobby bars hopping place town, stayed ritz june want quiet service nicer rooms recomend el san juan,  ","good, bad stayed business week august, rooms worn use paint new carpeting, did not problem noise airport, lobby bars hopping place town, stayed royal june want quiet service nicer rooms recomend el san juan,","good but stayed August 2, 2015: had great experience, i love this hotel very comfortable and room at all times clean without leaving anything unless you wanted it. the jack heff sash and blinds were worn though the carpets looked old and I was missing doors. It just seemed a whole host of rooms were that dripping with dusty walls, not normal and not comfortable or quiet to walk around. the bathroom was bad and when we had small children there was plenty of trash everywhere (they are not even all booked) because the room ","good nice stay, food was out of this world... Rooms we rent need paint repair just in the hallway for rooms that seem dirty.","good staff and nice rooms for free and eat in at least on site dining when available, should try al fresco as its quiet"
"excellent hotel location stayed 4 nights 9 year old son 14 year old daughter loved hotel, room beautiful brick wood beams, great view window, restaurant delicious, location perfect, staff friendly helpful, stay property,  ","Excellent service, beautiful old hotel, love to stay here again as well as value and lovely staff, fantastic food and wonderful location",Amazing rooms 4 night stay: 7 in room with 2 queen beds and flat screen television in the room!,"wonderful family-friendly hotel! we loved our little guy with his lovingly decorated two bed beds and lovely clean rooms and gorgeous location for what he needed in Cambridge , the room was delightful with beautiful red carpeting a huge bed area and a robe , breakfast very good too!!","hotels that you will want to stop talking with your other customers because they make your stay wonderful, the staff ? was great, very friendly even with busy time but a long way from home and the rooms ? beautiful modern, friendly, comfortable and clean"
"disappointing disappointed stay benjamin, originally reservation guaranteed king not honored check-in, carpet stains overall room did not feel clean, woman desk bordered rude mentioned concerns, benjamin overrated,  ",stay at room t for my girlfriend - felt better before I ate at the bar while we had wait reat... but not quite comfortable.,"I called the hotel about a request to have two queen beds per room instead of one but they denied us, could not find any room with queen bed or larger and said they told us we would have to pay extra a night if we purchased them if we book our place three days in advance","worst experience ever i've experienced for my first time it was pretty negative . the parking couldnt take cars which makes the room u walk to feel like you are on an island , also the hotel bar does not stay open until 5","stay disappointed, as king was rescheduled due to unclean smell and rude lady at check-in, room had water on the counter, overly ripe red bananas."
"ultra modern good experience, modern lounge bar, busy quiet location, good 4 star hotel not really worth prices 130 euros night,  ","Ultra modern good experience , modern Lounge bar, busy quiet location , good 4 star hotel not really worth prices 130 euros night",luxury hotel north barcelona centre central 3 star mid -level luxury accommodation located swan lake river at the top and close to train station,"ultra modern good experience, modern lounge bar, very noisy location and expensive 4 star hotel located at distance 35 %","5 star budget service, modern lounge , staff very nice , no breakfast included , quiet location , parking free"
"nice, great hotel 3 stars specially compared 3 stayed cities.it nice clean good location free internet access good breakfast good size room bathroom.the desk girl n't helpful come,  ","nice , great hotel 3 stars specially according to citys visit, good clean nice spacious and room clean","nice,clean:tidy:veryroom size:small room/facility:not located and it is by the center...it is pricey,can I stay again but after last few years !! thankyou......shall try again ??",be careful it not safe like first time we're staying in hotel,"if your trip starts with a good rest you can stay with 2 persons so bring a big bag for carryon to save costs come, and please make remark about coffee taste and the ok breakfast, we all were satisfied with rooms and staff"
"look shabby large hotel absolutely no room service breakfast, old tv refrigerator did n't work, nice pretty good location near international marketplace waikiki beach meeting point tours meet, macy look unless really good price,  ","good location not only good size room service breakfast and pretty fair.commodity.com/aiilly look unless you have got a really beautiful macy 's look for the very same price, clean, good hotel that does have good location at international marketplace beach meeting point tour / waikinoki tour sites in the middle of nature","look sooo good and can accommodate 3 couples for less that 330 a night unless you pay $100/person extra. the free bottle of wine is really awesome, the complimentary breakfast is shabby looking. rooms need cleaned, shower curtains will fall apart, microwave or refrigerator will break easily.",stay at a strip hotel is really more expensive because they provide poor customer service,not very good. no staff very rude hotel the room service not good wen we found how to get to where hawaii we always lost money why is this and how to run the internet still good for what i spent time in the wii and other items.
"amazing resort week march 3 march 10. amazing staff rooms service, beach perfect weather perfect, people warm friendly, lobby bar spot evening, come, questions feel free email,  ",do you want a weekend in a spectacular tourist attraction : an extra day spent at amazing resort of five-stars,great fun resort perfect climate beautiful beach staff and facilities..we are booking this place every day.,"resort the week we stayed the 5th mar 8th 10. The staff was extremely friendly, beach was really clean, the staff here was helpfull, in room w/ refrigerator for coffee (although there's limited free breakfast). Lobby bar and restaurant were nice, I want to come","fabulous resort for summer vacation week and offer huge accommodation rooms great service , beach perfect and perfect weather perfect , people warm friendly an ooker spot for evening"
"ca n't bath, stayed hotel mid february, location excellent, rooms classic style lovely, bathroom large beautiful big bath tub not hot water bath tub, shower no hot water, disappointed, staff not helpful, recommend hotel location,  ","my favourite way to spend that weekend on the outskirts: take a bath with cold water for 5min, watch sunset as the only night sky from midnight through. and have free access to room, private bathroom, TV in the hotel lounge, air conditioning at the swimming pool in the afternoon and room vale...although you do not have all basic rooms, it could get kind of empty, however most centrally located hotels boast of extra amenities including direct access to the underground and the new metro network. just realised the hostels over look one sandstone ridge which","did not have shampoo, shower and water didn't keep very hot, and very tired, stayed there after 9 pm","i am working in tourism this year , however if possible i do hope i a vy much love , therefore we r probably able to bring about a review; they rely on one or two tourists and will be great as our reviews indicate ; all tyro is ok for getting in place ; location superb ; clean air ; bathrooms are big with fresh linen and spacious areas free hot water; staff is helpful very prompt :)",but bathroom do not shower well.... very cold.. the shower was bad
"good location good standard walls, good hotel convenient location nice staff clean adequate room, problem walls heard neighbours said unfourtunately noisy neighbours night,  ",good location good standard rooms nice staff clean adequate room average amenities quiet,good hotel central location with very good reception areas room service and pleasant stairways to the top: not much noise was heard from neighbours for evening on days where the traffic wasnt busy. walls are quite narrow.,good location,"good location and a decent staff, clean. no problem. well liked walls. I hear you might be not happy about that? ...but we felt pretty well at home,"
"good location noisy location perfect hotel clean staff speak good english, poor breakfast choice noisy outside insulation needs improving, times lot noise adjacent rooms,  ","accommodation is not really clean, it lacks high air quality, especially near bus stop",the staff were all friendly and the customer service was good when we were in there,great location quiet hotel . staff good and clean price range. breakfast was excellent too,"good location clean staff speak good english, friendly staff noisy outside insulation needs improving rooms adjacent rooms"
"good hotel centrally located stayed 3 nights early august, 2 rooms clean maintained staff friendly helpful, streetfront rooms little noisy closing outer shetters windows inner shutters solved problem,  ",yes we had to ask that rooms opened before midnight and they never asked at any price due to limited hotel room availability,"good hotel centrally located stayed 3 nights early august, 2 rooms clean maintained staff friendly helpful, streetfront rooms little noisy closing outer shetters windows inner shutters solved problem, 5 stars","very clean rooms , breakfast was lovely. staff were wonderful.","centrally located good and cosy, only issues that can be overcome with styrofoam pads is the location"
"nice room expensive evrything went vacation aniversary week.this hotel nice stay inside room try used pool dirty try food restaurant did not like really expensive.almost price.but room really comfortable,  ",nice room restaurant not nice price hotel at last cheap price but its all right,i tucked my room clean.i felt at ease but breakfast costs 20 dollars a day and breakfast buffet didn't provide good quality but all in all nice stay very expensive.,"but dirty room when stay the aniversary week.this hotel and its nice breakfast,the swimming pool and some drinks,but not bad.my favorite was my enchanter restaurant.I guess they put hot liquid through tap in the kitchen to make the food colder/ colder on occasion.for $ 850 in average charge,we get our dinner to go fast then I would be over with my dinner cost though","ohhhh...great bed. nice bathroom. excellent en-suite bathroom/room/housework area or at least very cool ohhh....very, very cozy. Good location and great price. I came with 3 of my family, which averaged $15/hour per 2 nights including taxes and breakfast. Would stay there again in a heart beat. Big -yawn right!"
"good hotel accident not booked driving florence, great great location, extremely friendly face stay florence, great location,  ","good location, price, family friendliness, a clean hotel",very helpful and nice drivers for the trip florence,"good hotel business, great great location florence, super","good localisation, a great accommodation in good conditions"
"satisfied hotel staff friendly room clean location quick walk wanted, convenient car valet parked right street, paid 109 weeknight 149 weekend night post-mardi-gras-prices reasonable,  ","satisfied hotel staff friendly room clean location quick walk wanted car valet parked right street , paid 109 weeknight 149 weekend night post-mardi-gras-prices reasonable,","ytt0 xtra ...fun !! es: = £11 per night, = = >==++ 0 **** ** free mini-bar = = === (can be left empty) = 5k on wednesday = = = +15 ec +14 for weekends and bank holidays = = = 25 tetol.vhz== , ==",me butt this hotel and it was ok we were here for the weekends so it cost about 100 a night and you paid all the bill over the weekend to valet check in was also an issue,"satisfied hotel staff friendly room clean location quick walk wanted, convenient car valet parked right street, paid 109 weeknight 149 weekend night post-mardi-gras-prices reasonable,"
"wo n't just returned stay.the food just ok sick.to venders forceing themselfs resort.we tried horseback riding vender resort stand ripped off.they did n't horses everone sold dvd blank got home, 20.00 drain.so stay somewere time,  ",wo n't I left late even during last holidays some days ago stay.eaton the breakfast nice food just OK The waitresses are dirty too We tried to horseback ride in the desert.Noone came back until 20:00 they did leave us alone. Stay of an evening we took taxi,is nice room and I did really love walking around in the dark.,stay somewere somewere,
"great location great location canals walking distance tourist sites museums restaurants red light district train station, nice mix old new architecture, good service tasty breakfast, nice,  "," location, beautiful locations, clean trains, good bars & restaurants to do some shopping & restaurants walking distance, amazing city-by-the-water canals, walking distance towards tourist sights / museums underground/ metro, canal and city sights & attractions, nice mix : modern style with old architecture, nice pool with fantastic views from the boat ( with open air on your account), good food choices, friendly and knowledgeable staff, very high rate for rooms salina 's 'canals accommodation river-city-living 4 of 5 ","coffee house hotel river and all services are very good, there was a boat for relaxing beside which I could take lunch, is this for the new staff to take a nice and comforting scottland adventure? what is not mentioned is transport, well the hotel has many wonderful things that it would be lovely if they still have","super location... it 's close to everything, canals, metro, tourist sites museums restaurants train station... good breakfast, very comfortable hotel room prices in nyc ; small","great location great location canals, walking distance tourist sites museums restaurants red light district train station nice mix old new architecture, good service tasty breakfast"
"place lousy place absolutely lousy, room awful staff works hard unfriendly guests staff kept waiting outside half hour late night letting, avoid place costs, n't let ruin amsterdam stay,  ",hotel very close to sights and restaurants. no modern amenities.,"location nicer than expected staff friendly but nothing special rooms big not too noisy in tourist area... maybe one of a kind for my style room,","the place was awesome as always, staff were not warm and welcoming, parking fees very high and guests were running for 45 minutes in the wet rain. but our stay was perfect, nothing to complain about you can never go home, this hotel is great, you probably wouldn't even dream anymore of the horrible room if you were here","stay elsewhere here , room is n't much bigger than what you get now. its a waste of money"
"worse thought recent review indicated price room 500, mistake current rates double price really terrible value money,  ","misconception recent reviews indicated price room 400, confusion current rates 200, value is not what it used to be, double the usual rate of 700","worse thought recent review indicated price room 500 , mistake current rates the double price really terrible value money,",and there should be negative review about the same prices for a room with living area and how it did,terrible recently said it has bad reviews for a price room 500 and current rates are double the room fee really horrible value
"best rooms huge high ceilings contemporary furnishings, overall rooms hotel comfortable spacious destination wo n't want leave, preferred seasons exceptional,  ",a city full of hotels that sleep you like the living rooms are tiny ones that not every tasted of comfort we try but feel like so many,"best bedroom the biggest room modern furnishings and furnishings in the rooms in hotel, comfortable cozy destination great location","best rooms large, high roofs, contemporary furnishings, comfortable spacious, romantic holiday settings far western europe , like new season all year:",spacious rooms superior hotel environment and modern furnishings
